bucă	ro	butt-cheek;cheek;buttock	buccal	fr	buccal
bucată	ro	fragment;morsel;bit;piece	boca	es	mouth;oral cavity;opening;entrance;estuary
bucată	ro	fragment;morsel;bit;piece	boca	osp	mouth
bucată	ro	fragment;morsel;bit;piece	boca	pt	mouth;brim;ring;burner
bucată	ro	fragment;morsel;bit;piece	bocca	it	mouth
bucată	ro	fragment;morsel;bit;piece	bouche	frm	mouth
bucată	ro	fragment;morsel;bit;piece	bouche	fr	mouth
bucată	ro	fragment;morsel;bit;piece	bucă	ro	butt-cheek;cheek;buttock
bucată	ro	fragment;morsel;bit;piece	buccal	fr	buccal
bucca	la	any cavity in general	boca	pt	mouth;brim;ring;burner
bucca	la	any cavity in general	bocca	it	mouth
bucca	la	any cavity in general	bouchée	fr	mouthful
bucca	la	any cavity in general	bouche	frm	mouth
bucca	la	any cavity in general	bouche	fr	mouth
bucca	la	any cavity in general	bucă	ro	butt-cheek;cheek;buttock
bucca	la	any cavity in general	bucată	ro	fragment;morsel;bit;piece
bucca	la	any cavity in general	îmbuca	ro	mesh;to eat quickly;tongue;gobble up;to interlock;swallow;lap
buccula	la	the beaver;little cheek or mouth;two cheeks;one on each side of the channel in which the arrow of the catapulta was placed;part of a helmet which covers the mouth and cheeks	boucle	fr	loop jump;buckle;loop;ringlet
bucina	la	bugle;any trumpet in general	buisine	fr	buisine
bucina	la	bugle;any trumpet in general	buse	fr	fail;hawk or buzzard
buck	en	buck	bouk	en	bouk
buckwagon	en	buckwagon	bouk	en	bouk
buda	la	cattail	taboa	pt	a reed native to tropical and temperate regions worldwide
bueno	es	good;fine	bonus	es	bonus
bueno	es	good;fine	bonus	it	a bonus
bueno	es	good;fine	buono	it	good;fair
buey	osp	ox	buey	es	steer;ox;arm and a leg;bullock;cuckold;packet
buffle	fr	buffalo	búbalo	es	water buffalo
buffle	fr	buffalo	búfalo	es	buffalo
buffle	fr	buffalo	bufalo	it	buffalo
buffle	fr	buffalo	búfalo	pt	buffalo
buho	osp	owl	búho	es	eagle owl;owl
buis	fr	box	bois	fr	wood;antler
buis	fr	box	boj	es	box;boxwood
buis	fr	box	bouquet	fr	bunch;aroma;bouquet
buis	fr	box	buxo	pt	box
buisine	fr	buisine	bocina	es	horn;loudspeaker;conch shell
buisine	fr	buisine	bucium	ro	alphorn;trumpet;horn
bulla	la	a bubble;a papal bull or other official document sealed with a	bolha	pt	bubble
bulla	la	a bubble;a papal bull or other official document sealed with a	bolla	it	blister;bubble;bill;note
bulla	la	a bubble;a papal bull or other official document sealed with a	boule	fr	globe;testicle;scoop;ball;bauble
bulle	fr	bubble	bulle	frm	a letter sealed with a bull;bulla
bulle	frm	a letter sealed with a bull;bulla	bulle	fr	bubble
bull	en	bull	bole	en	bole
buono	it	good;fair	bonus	es	bonus
buono	it	good;fair	bonus	it	a bonus
buono	it	good;fair	bueno	es	good;fine
burd	en	burd	board	en	board
buric	ro	navel;bellybutton	nombril	fr	belly button;navel
burra	la	A small cow with a red mouth or muzzle	borra	es	cotton waste;flock;young female sheep
burra	la	A small cow with a red mouth or muzzle	borra	it	waste
burra	la	A small cow with a red mouth or muzzle	borra	pt	sediment;grounds
burtă	ro	belly	buric	ro	navel;bellybutton
burtă	ro	belly	nombril	fr	belly button;navel
buscar	osp	to look for	buscar	es	look for;to bring on;try to find;to ask for;to seek;search for
busche	frm	log	bûche	fr	log
buse	fr	fail;hawk or buzzard	bocina	es	horn;loudspeaker;conch shell
buse	fr	fail;hawk or buzzard	bucium	ro	alphorn;trumpet;horn
buteo	la	A sort of hawk or falcon	buse	fr	fail;hawk or buzzard
buxus	la	the evergreen box tree	buis	fr	box
byssus	la	byssus	bigio	it	ash gray;dun
cabanna	osp	hut;makeshift shelter;hovel	cabaña	es	hut;cabin;cottage
cabeça	osp	head	cabeza	es	head
cabeça	pt	head	cabeza	es	head
cabeça	pt	head	chevet	fr	bedside
cabello	osp	hair	cabello	es	hair
cabestro	es	halter;headcollar	cabresto	pt	halter
cabeza	es	head	cabeça	pt	head
cabeza	es	head	chevet	fr	bedside
cabildo	es	an assembly or meeting held by such a governing body;body of churchman that forms the chapter of a cathedral or collegiate church	caput	pt	that which is located above
cabo	es	end;cable;rope  corporal;finish;edge;conclusion;sergeant;extremity	caput	pt	that which is located above
cabo	pt	the final steps or moments of an event;rank roughly equivalent to	caber	es	pass through or across;to be held or contained;to fit;to be acceptable;allowable;to traverse;accepted;to take;etc;to be possible;permitted;permissible;enter
cabo	pt	the final steps or moments of an event;rank roughly equivalent to	caber	pt	pass through or across;to fit;to be up to somebody;to traverse;to be responsible for;to be  to
cabo	pt	the final steps or moments of an event;rank roughly equivalent to	caput	pt	that which is located above
cabra	es	female goat;girl	cabra	pt	
cabra	es	female goat;girl	capra	it	trestle;goat
cabra	es	female goat;girl	capră	ro	goat;leap frog
cabra	es	female goat;girl	chèvre	fr	a she-goat
cabra	pt		cabra	es	female goat;girl
cabra	pt		capra	it	trestle;goat
cabra	pt		capră	ro	goat;leap frog
cabra	pt		chèvre	fr	a she-goat
cabresto	pt	halter	cabestro	es	halter;headcollar
cabrito	osp	kid	cabrito	es	kid
cabrito	pt	kid	cabro	es	male goat;kid;fag;boy
cabrito	pt	kid	chevron	fr	rafter
cabro	es	male goat;kid;fag;boy	chevron	fr	rafter
caça	pt	game;hunting	captare	it	to skillfully obtain or capture;receive;to pick up
caça	pt	game;hunting	captar	es	understand;to capture;register;perceive
caça	pt	game;hunting	captar	pt	to intercept;to capture
caça	pt	game;hunting	catar	es	look at;to taste;to examine
caça	pt	game;hunting	catar	pt	to;to clean something by removing defective elements one by one;to collect;to search for;to gather;to glean
caça	pt	game;hunting	căuta	ro	seek;to search
caçar	pt	to hunt	captare	it	to skillfully obtain or capture;receive;to pick up
caçar	pt	to hunt	captar	es	understand;to capture;register;perceive
caçar	pt	to hunt	captar	pt	to intercept;to capture
caçar	pt	to hunt	catar	es	look at;to taste;to examine
caçar	pt	to hunt	catar	pt	to;to clean something by removing defective elements one by one;to collect;to search for;to gather;to glean
caçar	pt	to hunt	căuta	ro	seek;to search
cacha	es	piece of the handle of a knife;sexual intercourse;buttock;mockery	caber	es	pass through or across;to be held or contained;to fit;to be acceptable;allowable;to traverse;accepted;to take;etc;to be possible;permitted;permissible;enter
cacha	es	piece of the handle of a knife;sexual intercourse;buttock;mockery	caber	pt	pass through or across;to fit;to be up to somebody;to traverse;to be responsible for;to be  to
cacho	pt	;raceme	caber	es	pass through or across;to be held or contained;to fit;to be acceptable;allowable;to traverse;accepted;to take;etc;to be possible;permitted;permissible;enter
cacho	pt	;raceme	caber	pt	pass through or across;to fit;to be up to somebody;to traverse;to be responsible for;to be  to
cactus	la	the cardoon;Cynara cardunculus	cato	pt	cactus
cadeado	pt	padlock	cadena	es	chain;network;string
cadeado	pt	padlock	catena	it	chain;cord;tie;bond
cadeado	pt	padlock	catenă	ro	mountain range;chain of mountains
cadeado	pt	padlock	cătină	ro	sea buckthorn
cadeado	pt	padlock	chaîne	fr	chain;channel;character string;warp
cadeira	pt	chair	cadera	es	hip
cadeira	pt	chair	cátedra	es	professorship
cadeira	pt	chair	cátedra	pt	chair;professorship
cadeira	pt	chair	chaire	frm	chair
cadena	es	chain;network;string	catena	it	chain;cord;tie;bond
cadena	es	chain;network;string	catenă	ro	mountain range;chain of mountains
cadena	es	chain;network;string	cătină	ro	sea buckthorn
cadena	es	chain;network;string	chaîne	fr	chain;channel;character string;warp
cadera	es	hip	cadeira	pt	chair
cadera	es	hip	cátedra	es	professorship
cadera	es	hip	cátedra	pt	chair;professorship
cadera	es	hip	chaire	frm	chair
caelum	la	atmosphere;heaven;sky;weather;climate	cer	ro	sky
caelum	la	atmosphere;heaven;sky;weather;climate	céu	pt	heaven;sky
caelum	la	atmosphere;heaven;sky;weather;climate	ciel	fr	sky
caelum	la	atmosphere;heaven;sky;weather;climate	cielo	es	sky
caelum	la	atmosphere;heaven;sky;weather;climate	cielo	it	sky
caelum	la	atmosphere;heaven;sky;weather;climate	cielo	osp	heaven;heavens;sky
caementum	la	mortar;cement;rough stone from the quarry	cimento	pt	cement
Caesar	la	notably that of wJulius Caesar Iulius Caesar;a Roman cognomen of the gens Iulia	César	pt	Caesar
ca	es	Denotes incredulity or negation;oh no!	ca	ro	than;as
cage	fr	penalty area;cage;area	gaggia	it	sweet acacia
caglio	it	rennet	coágulo	es	clot
caglio	it	rennet	coagulo	it	clot
caglio	it	rennet	coágulo	pt	clot
caglio	it	rennet	cuajo	es	rennet;patience;calmness
Caietanus	la	Of  pertaining to	gaetano	it	of or pertaining to Gaeta
câine	ro	dog	cane	it	hammer;male dog;dog
câine	ro	dog	can	es	hound;dog
câine	ro	dog	cão	pt	the Devil;dog
câine	ro	dog	chien	fr	dog
caixa	pt	snare drum;box	caja	es	gearbox;cash desk;box;case
caixa	pt	snare drum;box	capsa	ro	to staple;fasten
caixa	pt	snare drum;box	cassa	it	crate;trunk;cash register;case;drum;cash desk
caja	es	gearbox;cash desk;box;case	caixa	pt	snare drum;box
caja	es	gearbox;cash desk;box;case	capsa	ro	to staple;fasten
caja	es	gearbox;cash desk;box;case	cassa	it	crate;trunk;cash register;case;drum;cash desk
calamus	la	a reed;a stalk;blade;cane;straw	chalumeau	fr	blowtorch
calcagno	it	heel	călcâi	ro	heel
calcagno	it	heel	calcáneo	es	heel bone;calcaneus
calcagno	it	heel	calcâneo	pt	heel bone;calcaneus
călcâi	ro	heel	calcagno	it	heel
călcâi	ro	heel	calcáneo	es	heel bone;calcaneus
călcâi	ro	heel	calcâneo	pt	heel bone;calcaneus
calcañar	es	calcaneus	calcagno	it	heel
calcañar	es	calcaneus	călcâi	ro	heel
calcañar	es	calcaneus	calcáneo	es	heel bone;calcaneus
calcañar	es	calcaneus	calcâneo	pt	heel bone;calcaneus
calcaneum	la	heel	calcagno	it	heel
calcaneum	la	heel	călcâi	ro	heel
calcaneum	la	heel	calcañar	es	calcaneus
calcatura	la	a treading	călcătură	ro	violation;trespassing;footprint
calce	ro	calcium oxide	calce	es	shim;chance;bottom;opportunity;wedge;foot;lower margin
calce	ro	calcium oxide	calce	it	at the foot of;lime
calce	ro	calcium oxide	cal	es	lime
calce	ro	calcium oxide	cal	pt	lime
calce	ro	calcium oxide	coice	pt	rude response;a curt;a snap;donkey or camel;a strong kick with the sole or back of the foot;a kick from a quadruped such as a horse;recoil
calce	ro	calcium oxide	coz	es	kick
caldus	la	warm;hot	caldeira	pt	boiler;small inlet or bay
caldus	la	warm;hot	caldo	es	swill;a clear soup;bouillon;broth
caldus	la	warm;hot	caldo	it	warm;hot
caldus	la	warm;hot	caldo	pt	stock;juice;broth
caldus	la	warm;hot	cald	ro	fresh;warm;in the same context as words such as proaspăt
caldus	la	warm;hot	caldura	it	heat;warmth
caldus	la	warm;hot	căldură	ro	fever;heat;warmth
caldus	la	warm;hot	încălzi	ro	to warm;to warm oneself;heat
caldus	la	warm;hot	scălda	ro	to drown;to cover
calens	la	hot	quente	pt	warm;hot
cale	ro	avenue	calle	es	lane;street
cale	ro	avenue	calle	it	alley
cal	es	lime	calce	es	shim;chance;bottom;opportunity;wedge;foot;lower margin
cal	es	lime	calce	it	at the foot of;lime
cal	es	lime	calce	ro	calcium oxide
cal	es	lime	cal	pt	lime
cal	es	lime	coice	pt	rude response;a curt;a snap;donkey or camel;a strong kick with the sole or back of the foot;a kick from a quadruped such as a horse;recoil
cal	es	lime	coz	es	kick
calle	es	lane;street	cale	ro	avenue
calle	es	lane;street	calle	it	alley
callis	la	path	cale	ro	avenue
callis	la	path	calle	es	lane;street
callo	es	callus;tripe	callo	it	callus;blister
callo	es	callus;tripe	calo	pt	callus
callum	la	induration;A callus;A hard or thick substance;The hard skin or flesh of plants	callo	es	callus;tripe
calme	frm	calm;windless;still	calme	fr	calm
calore	it	fervour;warmth	calor	es	heat
calore	it	fervour;warmth	calor	pt	heat
calor	la	ardent love;fire of love;heat;glow;warmth	calore	it	fervour;warmth
calor	la	ardent love;fire of love;heat;glow;warmth	calor	pt	heat
calor	pt	heat	calore	it	fervour;warmth
calor	pt	heat	calor	es	heat
cal	pt	lime	calce	es	shim;chance;bottom;opportunity;wedge;foot;lower margin
cal	pt	lime	calce	it	at the foot of;lime
cal	pt	lime	calce	ro	calcium oxide
cal	pt	lime	cal	es	lime
cal	pt	lime	coice	pt	rude response;a curt;a snap;donkey or camel;a strong kick with the sole or back of the foot;a kick from a quadruped such as a horse;recoil
cal	pt	lime	coz	es	kick
calta	it	marsh marigold	calce	ro	calcium oxide
caltha	la	marigold	calta	it	marsh marigold
calumnia	la	trickery;cavil;artifice;A misrepresentation;sophistry;false statement;chicanery;fallacy;A cunning device	coima	pt	fine;reparations
calx	la	limestone;the finish line	calce	ro	calcium oxide
calx	la	limestone;the finish line	cal	es	lime
calx	la	limestone;the finish line	cal	pt	lime
calx	la	limestone;the finish line	coz	es	kick
calx	la	limestone;the finish line	encalçar	pt	to chase after;to pursue
cámara	es	legislature;room;bowel movement;cabin;camera	câmara	pt	chamber
cámara	es	legislature;room;bowel movement;cabin;camera	camera	it	assembly;parliament;room;chamber
cámara	es	legislature;room;bowel movement;cabin;camera	cameră	ro	room
cámara	es	legislature;room;bowel movement;cabin;camera	chambre	fr	A chamber in its various senses;including
câmara	pt	chamber	camera	it	assembly;parliament;room;chamber
câmara	pt	chamber	cameră	ro	room
câmara	pt	chamber	chambre	fr	A chamber in its various senses;including
cambio	it	gear;stickshift;change;exchange	cambio	es	gear;change;shift
cambio	it	gear;stickshift;change;exchange	câmbio	pt	transmission;commutation;exchange;swap;currency exchange
cambio	it	gear;stickshift;change;exchange	cambium	fr	cambium
cambium	la	A change	cambio	it	gear;stickshift;change;exchange
cambra	es	room	cámara	es	legislature;room;bowel movement;cabin;camera
camello	es	drug dealer;camel;pusher	camelo	pt	camel
camello	es	drug dealer;camel;pusher	chameau	frm	camel
camelo	pt	camel	camello	es	drug dealer;camel;pusher
camelo	pt	camel	chameau	frm	camel
camelus	la	A camel	camello	es	drug dealer;camel;pusher
camelus	la	A camel	camelo	pt	camel
camelus	la	A camel	chameau	frm	camel
camera	it	assembly;parliament;room;chamber	câmara	pt	chamber
camera	it	assembly;parliament;room;chamber	cameră	ro	room
camera	it	assembly;parliament;room;chamber	chambre	fr	A chamber in its various senses;including
camera	la	A chamber in its various senses;including	cámara	es	legislature;room;bowel movement;cabin;camera
camera	la	A chamber in its various senses;including	câmara	pt	chamber
camera	la	A chamber in its various senses;including	camera	it	assembly;parliament;room;chamber
camera	la	A chamber in its various senses;including	chambre	fr	A chamber in its various senses;including
camisa	osp	shirt	camisa	es	shirt
campagna	it	campaign;countryside;rural area country	campo	es	course;field;countryside;country
campagna	it	campaign;countryside;rural area country	campo	it	tether;shot;range;background;battlefield;airfield;field
campagna	it	campaign;countryside;rural area country	campo	osp	field;open plain
campagna	it	campaign;countryside;rural area country	campo	pt	field;country;countryside
campagna	it	campaign;countryside;rural area country	câmp	ro	field
campagna	it	campaign;countryside;rural area country	campus	fr	campus
campagna	it	campaign;countryside;rural area country	campus	pt	campus
campaña	es	base;campaign	campo	es	course;field;countryside;country
campaña	es	base;campaign	campo	it	tether;shot;range;background;battlefield;airfield;field
campaña	es	base;campaign	campo	osp	field;open plain
campaña	es	base;campaign	campo	pt	field;country;countryside
campaña	es	base;campaign	câmp	ro	field
campaña	es	base;campaign	campus	fr	campus
campaña	es	base;campaign	campus	pt	campus
campo	es	course;field;countryside;country	campo	it	tether;shot;range;background;battlefield;airfield;field
campo	es	course;field;countryside;country	campo	osp	field;open plain
campo	es	course;field;countryside;country	campo	pt	field;country;countryside
campo	es	course;field;countryside;country	câmp	ro	field
campo	es	course;field;countryside;country	campus	fr	campus
campo	es	course;field;countryside;country	campus	pt	campus
campo	it	tether;shot;range;background;battlefield;airfield;field	campo	es	course;field;countryside;country
campo	it	tether;shot;range;background;battlefield;airfield;field	campo	osp	field;open plain
campo	it	tether;shot;range;background;battlefield;airfield;field	campo	pt	field;country;countryside
campo	it	tether;shot;range;background;battlefield;airfield;field	câmp	ro	field
campo	it	tether;shot;range;background;battlefield;airfield;field	campus	fr	campus
campo	it	tether;shot;range;background;battlefield;airfield;field	campus	pt	campus
campo	osp	field;open plain	campo	es	course;field;countryside;country
campo	osp	field;open plain	campo	it	tether;shot;range;background;battlefield;airfield;field
campo	osp	field;open plain	campo	pt	field;country;countryside
campo	osp	field;open plain	câmp	ro	field
campo	osp	field;open plain	campus	fr	campus
campo	osp	field;open plain	campus	pt	campus
campo	pt	field;country;countryside	campo	es	course;field;countryside;country
campo	pt	field;country;countryside	campo	it	tether;shot;range;background;battlefield;airfield;field
campo	pt	field;country;countryside	campo	osp	field;open plain
campo	pt	field;country;countryside	câmp	ro	field
campo	pt	field;country;countryside	campus	fr	campus
campo	pt	field;country;countryside	campus	pt	campus
câmp	ro	field	campo	es	course;field;countryside;country
câmp	ro	field	campo	it	tether;shot;range;background;battlefield;airfield;field
câmp	ro	field	campo	osp	field;open plain
câmp	ro	field	campo	pt	field;country;countryside
câmp	ro	field	campus	fr	campus
câmp	ro	field	campus	pt	campus
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	campagna	it	campaign;countryside;rural area country
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	campaña	es	base;campaign
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	campo	es	course;field;countryside;country
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	campo	it	tether;shot;range;background;battlefield;airfield;field
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	campo	osp	field;open plain
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	campo	pt	field;country;countryside
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	câmp	ro	field
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	champagne	fr	bottom third of a coat of arms;base
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	Champagne	fr	Champagne;a region and former countship in the northeast of France;the terroir of the wine champagne
campus	la	The produce of a field;which met on the Campus Mārtius;A field of debate a topic;The comitia centuriāta;a natural field;open flat level ground a plain;any flat or level surface	champ	fr	including;field in its various senses
cam	ro	approximately;a little	ca	ro	than;as
cam	ro	approximately;a little	cuan	es	to what extent;how
cam	ro	approximately;a little	que	fr	when;nothing but;no sooner;that;only
canale	it	conduit;channel	canal	es	channel;waterway;canal;flume;cleavage
canale	it	conduit;channel	canal	fr	canal
canale	it	conduit;channel	canal	pt	ditch;canal;television channel
canal	es	channel;waterway;canal;flume;cleavage	canale	it	conduit;channel
canal	es	channel;waterway;canal;flume;cleavage	canal	fr	canal
canal	es	channel;waterway;canal;flume;cleavage	canal	pt	ditch;canal;television channel
canalis	la	A pipe;spout;A gutter;ditch	canale	it	conduit;channel
canalis	la	A pipe;spout;A gutter;ditch	canal	es	channel;waterway;canal;flume;cleavage
canapa	it	hemp;the fibers of the hemp plant	canábis	pt	cannabis
canapa	it	hemp;the fibers of the hemp plant	canabis	ro	cannabis
canapa	it	hemp;the fibers of the hemp plant	cannabis	es	cannabis
canapa	it	hemp;the fibers of the hemp plant	cannabis	fr	cannabis
cana	pt	cachaça;reed;cane;canna	caña	es	cylindrical type of glass;slim;hangover;cane;used to serve beer
cana	pt	cachaça;reed;cane;canna	cană	ro	mug;cup
cana	pt	cachaça;reed;cane;canna	canna	it	tube;rod;chute;pipe;traditional unit of measure;cane
canard	fr	hoax;duck;lump of sugar dunked in coffee or brandy;a man who complies with every desire of his partner in order to avoid conflict;drake;canard;newspaper	caña	es	cylindrical type of glass;slim;hangover;cane;used to serve beer
canard	fr	hoax;duck;lump of sugar dunked in coffee or brandy;a man who complies with every desire of his partner in order to avoid conflict;drake;canard;newspaper	cana	pt	cachaça;reed;cane;canna
canard	fr	hoax;duck;lump of sugar dunked in coffee or brandy;a man who complies with every desire of his partner in order to avoid conflict;drake;canard;newspaper	cană	ro	mug;cup
canard	fr	hoax;duck;lump of sugar dunked in coffee or brandy;a man who complies with every desire of his partner in order to avoid conflict;drake;canard;newspaper	canna	it	tube;rod;chute;pipe;traditional unit of measure;cane
canard	fr	hoax;duck;lump of sugar dunked in coffee or brandy;a man who complies with every desire of his partner in order to avoid conflict;drake;canard;newspaper	canne	fr	stick;cane;fishing rod;rod
cancello	it	fence;gate	cancela	es	lattice gate
cancello	it	fence;gate	cancilla	es	gate
cancellus	la	the bars were covered by  if it was desired to keep the light off – lattice;collectively constitute a door that lets daylight through;barrier;railings;bars;in the form of a grid;grate;grid;one of the bars which	cancello	it	fence;gate
cancellus	la	the bars were covered by  if it was desired to keep the light off – lattice;collectively constitute a door that lets daylight through;barrier;railings;bars;in the form of a grid;grate;grid;one of the bars which	chancel	fr	chancel
cancer	la	a lattice;or barrier;grid;a crab	chancre	fr	lobster;crab
cancer	la	a lattice;or barrier;grid;a crab	chancre	frm	cancer
candelabrum	la	A branched candlestick;candelabrum;lampstand;chandelier	chandelier	fr	candlestick
candela	es	light;candle;candela;fire	candela	it	chandelle;candle
candela	es	light;candle;candela;fire	candelă	ro	oil lamp
candela	it	chandelle;candle	candela	es	light;candle;candela;fire
candela	it	chandelle;candle	candelă	ro	oil lamp
candela	la	tallow candle or taper;A cord covered with wax;A light made of wax or tallow	candela	es	light;candle;candela;fire
candela	la	tallow candle or taper;A cord covered with wax;A light made of wax or tallow	candela	it	chandelle;candle
candela	la	tallow candle or taper;A cord covered with wax;A light made of wax or tallow	chandelle	fr	a jack stand;a  candle
când	ro	when	cuando	es	when
când	ro	when	quand	fr	when
când	ro	when	quando	it	when
când	ro	when	quando	pt	when
cane	fr	duck	caña	es	cylindrical type of glass;slim;hangover;cane;used to serve beer
cane	fr	duck	cana	pt	cachaça;reed;cane;canna
cane	fr	duck	cană	ro	mug;cup
cane	fr	duck	canna	it	tube;rod;chute;pipe;traditional unit of measure;cane
cane	fr	duck	canne	fr	stick;cane;fishing rod;rod
can	es	hound;dog	câine	ro	dog
can	es	hound;dog	cane	it	hammer;male dog;dog
can	es	hound;dog	cão	pt	the Devil;dog
can	es	hound;dog	chien	fr	dog
canicula	la	dogfish;shark	chenille	fr	snow chain;caterpillar track;caterpillar
canis	la	a dragon;a savage;a tiger;a heel;a hound;a blackguard;a dog;a cad;a bounder	câine	ro	dog
canis	la	a dragon;a savage;a tiger;a heel;a hound;a blackguard;a dog;a cad;a bounder	can	es	hound;dog
canis	la	a dragon;a savage;a tiger;a heel;a hound;a blackguard;a dog;a cad;a bounder	cão	pt	the Devil;dog
canis	la	a dragon;a savage;a tiger;a heel;a hound;a blackguard;a dog;a cad;a bounder	chien	fr	dog
canis	la	a dragon;a savage;a tiger;a heel;a hound;a blackguard;a dog;a cad;a bounder	chien	frm	dog
cannabis	la	hemp	canapa	it	hemp;the fibers of the hemp plant
canna	it	tube;rod;chute;pipe;traditional unit of measure;cane	caña	es	cylindrical type of glass;slim;hangover;cane;used to serve beer
canna	it	tube;rod;chute;pipe;traditional unit of measure;cane	cana	pt	cachaça;reed;cane;canna
canna	it	tube;rod;chute;pipe;traditional unit of measure;cane	cană	ro	mug;cup
canna	la	A reed;windpipe;gondola;flute;reed-pipe;Anything made of reed or cane;cane	cana	pt	cachaça;reed;cane;canna
canna	la	A reed;windpipe;gondola;flute;reed-pipe;Anything made of reed or cane;cane	canard	fr	hoax;duck;lump of sugar dunked in coffee or brandy;a man who complies with every desire of his partner in order to avoid conflict;drake;canard;newspaper
canna	la	A reed;windpipe;gondola;flute;reed-pipe;Anything made of reed or cane;cane	cane	fr	duck
canna	la	A reed;windpipe;gondola;flute;reed-pipe;Anything made of reed or cane;cane	canna	it	tube;rod;chute;pipe;traditional unit of measure;cane
cantador	osp	singer	cantador	es	singing
canthus	la	the tire;the iron ring around a carriage wheel	canto	es	singing;chant
canthus	la	the tire;the iron ring around a carriage wheel	canto	it	song
canthus	la	the tire;the iron ring around a carriage wheel	cantone	it	canton
canthus	la	the tire;the iron ring around a carriage wheel	canto	pt	singing;any pleasant sound;chant
canto	es	singing;chant	canto	it	song
canto	es	singing;chant	canto	pt	singing;any pleasant sound;chant
canto	es	singing;chant	chant	fr	song;The discipline of singing
canto	it	song	canto	es	singing;chant
canto	it	song	canto	pt	singing;any pleasant sound;chant
canto	it	song	chant	fr	song;The discipline of singing
cantone	it	canton	canto	es	singing;chant
cantone	it	canton	canto	it	song
cantone	it	canton	canto	pt	singing;any pleasant sound;chant
cantone	it	canton	chant	fr	song;The discipline of singing
canto	pt	singing;any pleasant sound;chant	canto	es	singing;chant
canto	pt	singing;any pleasant sound;chant	canto	it	song
canto	pt	singing;any pleasant sound;chant	chant	fr	song;The discipline of singing
cantore	it	cantor;precentor	cantor	es	singing
cantore	it	cantor;precentor	cantor	pt	singer
cantor	es	singing	cantore	it	cantor;precentor
cantor	es	singing	cantor	pt	singer
cantor	la	singer	cantore	it	cantor;precentor
cantor	la	singer	cantor	es	singing
cantor	la	singer	cantor	pt	singer
cantor	pt	singer	cantore	it	cantor;precentor
cantor	pt	singer	cantor	es	singing
cão	pt	the Devil;dog	câine	ro	dog
cão	pt	the Devil;dog	cane	it	hammer;male dog;dog
cão	pt	the Devil;dog	can	es	hound;dog
cão	pt	the Devil;dog	chien	fr	dog
capar	es	to cut off;to castrate	capón	es	castrated
capar	es	to cut off;to castrate	chapon	fr	a large crouton served in a lean soup;a castrated cockerel or the meat thereof;capon
capar	pt	to castrate	capón	es	castrated
capar	pt	to castrate	chapon	fr	a large crouton served in a lean soup;a castrated cockerel or the meat thereof;capon
çapato	osp	shoe	zapato	es	shoe
caper	la	billy goat;a male goat	cabrito	pt	kid
caper	la	billy goat;a male goat	cabro	es	male goat;kid;fag;boy
caper	la	billy goat;a male goat	chevron	fr	rafter
capio	la	I take in;I contain;I enchant;I fascinate;I take;I take possession of;I seize;I comprehend;I capture;I understand;I take captive;I possess;I catch;I charm;I hold;I receive;I take hold of;I storm;I captivate	cabo	pt	the final steps or moments of an event;rank roughly equivalent to
capio	la	I take in;I contain;I enchant;I fascinate;I take;I take possession of;I seize;I comprehend;I capture;I understand;I take captive;I possess;I catch;I charm;I hold;I receive;I take hold of;I storm;I captivate	cacha	es	piece of the handle of a knife;sexual intercourse;buttock;mockery
capio	la	I take in;I contain;I enchant;I fascinate;I take;I take possession of;I seize;I comprehend;I capture;I understand;I take captive;I possess;I catch;I charm;I hold;I receive;I take hold of;I storm;I captivate	cacho	pt	;raceme
capistrum	la	headstall;halter;harness	cabestro	es	halter;headcollar
capistrum	la	headstall;halter;harness	cabresto	pt	halter
capitium	la	vestment;covering for the head	cabeça	pt	head
capitium	la	vestment;covering for the head	cabeza	es	head
capitium	la	vestment;covering for the head	chevet	fr	bedside
capo	it	leader;boss;head;cape;chief;buddy;master	caput	pt	that which is located above
capo	la	a capon	capar	es	to cut off;to castrate
capo	la	a capon	capar	pt	to castrate
capo	la	a capon	capón	es	castrated
capo	la	a capon	chapon	fr	a large crouton served in a lean soup;a castrated cockerel or the meat thereof;capon
capón	es	castrated	chapon	fr	a large crouton served in a lean soup;a castrated cockerel or the meat thereof;capon
